Fecha;EUA;CER;SPREAD (EUA - CER)
9/08/2019;28.09;0.21;27,88
12/08/2019;26.68;0.21;26,47
13/08/2019;27.08;0.21;26,87
14/08/2019;26.89;0.21;26,68
15/08/2019;25.95;0.21;25,74
16/08/2019;25.94;0.21;25,73
19/08/2019;26.55;0.21;26,34
20/08/2019;26.24;0.21;26,03
21/08/2019;26.06;0.21;25,85
22/08/2019;25.65;0.21;25,44
23/08/2019;25.06;0.21;24,85
26/08/2019;25.78;0.21;25,57
27/08/2019;25.4;0.21;25,19
28/08/2019;25.98;0.21;25,77
29/08/2019;26.45;0.21;26,24
30/08/2019;26.31;0.21;26,1
2/09/2019;25.19;0.21;24,98
3/09/2019;25.2;0.21;24,99
4/09/2019;25.52;0.21;25,31
5/09/2019;25.53;0.21;25,32
6/09/2019;25.03;0.21;24,82
9/09/2019;25.02;0.21;24,81
10/09/2019;26.72;0.21;26,51
11/09/2019;26.25;0.21;26,04
12/09/2019;26.43;0.21;26,22
13/09/2019;26.33;0.21;26,12
16/09/2019;27.03;0.2;26,83
17/09/2019;26.22;0.2;26,02
18/09/2019;25.45;0.21;25,24
19/09/2019;25.95;0.21;25,74
20/09/2019;26.52;0.21;26,31
23/09/2019;25.79;0.21;25,58
24/09/2019;25.53;0.21;25,32
25/09/2019;25.26;0.21;25,05
26/09/2019;25.62;0.21;25,41
27/09/2019;25.29;0.21;25,08
30/09/2019;24.86;0.21;24,65
1/10/2019;25.04;0.21;24,83
2/10/2019;24.2;0.21;23,99
3/10/2019;23.24;0.21;23,03
4/10/2019;23.01;0.21;22,8
7/10/2019;23.41;0.21;23,2
8/10/2019;22.56;0.21;22,35
9/10/2019;22.65;0.21;22,44
10/10/2019;23.26;0.21;23,05
11/10/2019;24.44;0.21;24,23
14/10/2019;24.15;0.21;23,94
15/10/2019;25.71;0.21;25,5
16/10/2019;26.3;0.21;26,09
17/10/2019;26.06;0.21;25,85
18/10/2019;25.87;0.21;25,66
21/10/2019;25.92;0.21;25,71
22/10/2019;25.71;0.22;25,49
23/10/2019;24.33;0.21;24,12
24/10/2019;24.43;0.21;24,22
25/10/2019;24.96;0.21;24,75
28/10/2019;25.11;0.2;24,91
29/10/2019;25.43;0.2;25,23
30/10/2019;25.98;0.21;25,77
31/10/2019;25.58;0.2;25,38
1/11/2019;25.3;0.2;25,1
4/11/2019;25.63;0.21;25,42
5/11/2019;25.5;0.21;25,29
6/11/2019;24.78;0.21;24,57
7/11/2019;24.99;0.21;24,78
8/11/2019;24.84;0.19;24,65
11/11/2019;24.92;0.18;24,74
12/11/2019;24.17;0.17;24
13/11/2019;24.38;0.17;24,21
14/11/2019;23.98;0.17;23,81
15/11/2019;23.85;0.16;23,69
18/11/2019;23.38;0.16;23,22
19/11/2019;23.44;0.16;23,28
20/11/2019;24.02;0.18;23,84
21/11/2019;23.93;0.18;23,75
22/11/2019;24.57;0.18;24,39
25/11/2019;24.43;0.18;24,25
26/11/2019;24.37;0.18;24,19
27/11/2019;24.98;0.18;24,8
28/11/2019;24.97;0.18;24,79
29/11/2019;25.12;0.18;24,94
2/12/2019;24.32;0.19;24,13
3/12/2019;24.02;0.19;23,83
4/12/2019;24.73;0.19;24,54
5/12/2019;24.69;0.19;24,5
6/12/2019;24.94;0.21;24,73
9/12/2019;25.12;0.22;24,9
10/12/2019;24.94;0.22;24,72
11/12/2019;24.48;0.23;24,25
12/12/2019;25.07;0.24;24,83
13/12/2019;24.02;0.24;23,78
16/12/2019;24.86;0.25;24,61
17/12/2019;25.91;0.26;25,65
18/12/2019;26.43;0.26;26,17
19/12/2019;26.57;0.26;26,31
20/12/2019;26.5;0.26;26,24
23/12/2019;26.38;0.26;26,12
24/12/2019;25.92;0.26;25,66
27/12/2019;26.54;0.26;26,28
30/12/2019;24.93;0.26;24,67
31/12/2019;24.51;0.25;24,26
2/01/2020;24.24;0.24;24
3/01/2020;24.86;0.24;24,62
6/01/2020;24.11;0.25;23,86
7/01/2020;24.44;0.25;24,19
8/01/2020;23.98;0.26;23,72
9/01/2020;24.28;0.25;24,03
10/01/2020;24.12;0.26;23,86
13/01/2020;24.06;0.25;23,81
14/01/2020;23.77;0.25;23,52
15/01/2020;24.42;0.25;24,17
16/01/2020;24.76;0.25;24,51
17/01/2020;25.33;0.25;25,08
20/01/2020;25.1;0.24;24,86
21/01/2020;24.84;0.24;24,6
22/01/2020;24.94;0.24;24,7
23/01/2020;24.63;0.25;24,38
24/01/2020;24.31;0.25;24,06
27/01/2020;24.52;0.25;24,27
28/01/2020;24.58;0.25;24,33
29/01/2020;23.92;0.26;23,66
30/01/2020;23.67;0.26;23,41
31/01/2020;23.81;0.26;23,55
3/02/2020;23.15;0.27;22,88
4/02/2020;23.3;0.27;23,03
5/02/2020;23.71;0.27;23,44
6/02/2020;23.5;0.27;23,23
7/02/2020;23.26;0.27;22,99
10/02/2020;23.11;0.27;22,84
11/02/2020;23.25;0.27;22,98
12/02/2020;23.83;0.26;23,57
13/02/2020;24.35;0.25;24,1
14/02/2020;24.24;0.25;23,99
17/02/2020;25.01;0.25;24,76
18/02/2020;25.03;0.25;24,78
19/02/2020;25.65;0.26;25,39
20/02/2020;25.58;0.26;25,32
21/02/2020;25.53;0.26;25,27
24/02/2020;24.52;0.27;24,25
25/02/2020;24.14;0.26;23,88
26/02/2020;24.22;0.26;23,96
27/02/2020;23.56;0.26;23,3
28/02/2020;23.55;0.26;23,29
2/03/2020;23.49;0.27;23,22
3/03/2020;23.33;0.27;23,06
4/03/2020;23.91;0.29;23,62
5/03/2020;23.78;0.29;23,49
6/03/2020;23.4;0.29;23,11
9/03/2020;23.25;0.3;22,95
10/03/2020;24.07;0.29;23,78
11/03/2020;23.89;0.29;23,6
12/03/2020;22.48;0.29;22,19
13/03/2020;21.92;0.29;21,63
16/03/2020;19.42;0.29;19,13
17/03/2020;18.25;0.28;17,97
18/03/2020;15.23;0.29;14,94
19/03/2020;16.3;0.29;16,01
20/03/2020;16.02;0.29;15,73
23/03/2020;15.45;0.29;15,16
24/03/2020;16.69;0.3;16,39
25/03/2020;17.45;0.3;17,15
26/03/2020;17.22;0.3;16,92
27/03/2020;16.26;0.3;15,96
30/03/2020;16.93;0.31;16,62
31/03/2020;17.55;0.31;17,24
1/04/2020;16.95;0.31;16,64
2/04/2020;17.95;0.31;17,64
3/04/2020;17.86;0.31;17,55
6/04/2020;20.3;0.31;19,99
7/04/2020;20.37;0.31;20,06
8/04/2020;21.04;0.31;20,73
9/04/2020;21.03;0.31;20,72
14/04/2020;19.72;0.32;19,4
15/04/2020;19.21;0.34;18,87
16/04/2020;20.85;0.34;20,51
17/04/2020;21.63;0.34;21,29
20/04/2020;21.29;0.35;20,94
21/04/2020;19.77;0.35;19,42
22/04/2020;20.57;0.35;20,22
23/04/2020;20.96;0.35;20,61
24/04/2020;20.66;0.34;20,32
27/04/2020;20.2;0.34;19,86
28/04/2020;20.13;0.34;19,79
29/04/2020;20.11;0.34;19,77
30/04/2020;19.38;0.32;19,06
1/05/2020;18.9;0.32;18,58
4/05/2020;19.27;0.31;18,96
5/05/2020;19.01;0.3;18,71
6/05/2020;18.92;0.31;18,61
7/05/2020;19.46;0.31;19,15
8/05/2020;19.27;0.32;18,95
11/05/2020;18.98;0.32;18,66
12/05/2020;18.44;0.31;18,13
13/05/2020;18.59;0.31;18,28
14/05/2020;18.76;0.3;18,46
15/05/2020;19.1;0.3;18,8
18/05/2020;20.26;0.3;19,96
19/05/2020;19.81;0.3;19,51
20/05/2020;21.18;0.3;20,88
21/05/2020;21.11;0.3;20,81
22/05/2020;21.32;0.3;21,02
25/05/2020;21.51;0.3;21,21
26/05/2020;21.52;0.3;21,22
27/05/2020;21.25;0.31;20,94
28/05/2020;21.18;0.31;20,87
29/05/2020;21.31;0.32;20,99
1/06/2020;20.89;0.32;20,57
2/06/2020;22.03;0.32;21,71
